,text,created_at,retweet_count,favorite_count,is_retweet
3672,James Comey’s Memos are Classified I did not Declassify them. They belong to our Government! Therefore he broke the law! Additionally he totally made up many of the things he said I said and he is already a proven liar and leaker. Where are Memos on Clinton Lynch &amp; others?,2018-04-21 19:24:00,20807.0,76182.0,False
3673,The Washington Post said I refer to Jeff Sessions as “Mr. Magoo” and Rod Rosenstein as “Mr. Peepers.” This is “according to people with whom the president has spoken.” There are no such people and don’t know these characters...just more Fake &amp; Disgusting News to create ill will!,2018-04-21 20:13:00,17773.0,68920.0,False
3675,“At least two Memos Comey shared with a friend contained Classified Information.”  Wall Street Journal,2018-04-21 22:30:00,22217.0,89167.0,False
3676,“GOP Lawmakers asking Sessions to Investigate Comey and Hillary Clinton.” @FoxNews   Good luck with that request!,2018-04-22 12:22:00,20686.0,88624.0,False
3677,Sleepy Eyes Chuck Todd of Fake News NBC just stated that we have given up so much in our negotiations with North Korea and they have given up nothing. Wow we haven’t given up anything &amp; they have agreed to denuclearization (so great for World) site closure &amp; no more testing!,2018-04-22 12:50:00,25871.0,102315.0,False
3678,....We are a long way from conclusion on North Korea maybe things will work out and maybe they won’t - only time will tell....But the work I am doing now should have been done a long time ago!,2018-04-22 13:02:00,22150.0,106161.0,False
3679,“I can die happy now with Trump Job performance” stated Mary Matalin. “A great overall President stunning!” Thank you Mary.,2018-04-22 14:06:00,16995.0,91081.0,False
3680,A complete Witch Hunt!,2018-04-22 17:23:00,20160.0,96490.0,False
3681,Funny how all of the Pundits that couldn’t come close to making a deal on North Korea are now all over the place telling me how to make a deal!,2018-04-22 18:43:00,28474.0,121404.0,False
3682,Kim Strassel of the WSJ just said after reviewing the dumb Comey Memos “you got to ask what was the purpose of the Special Counsel? There’s no there there.” Dan Henninger of the WSJ said Memos would show that this would be one of the weakest obstruction cases ever brought!,2018-04-22 20:04:00,24359.0,95011.0,False
3683,Thank you to the incredible Law Enforcement Officers from the Palm Beach County Sheriff’s Office. They keep us safe and are very cool about it! https://t.co/NlhxpPwmzT,2018-04-22 20:12:00,17457.0,94385.0,False
3684,Hard to believe Obstructionists May vote against Mike Pompeo for Secretary of State. The Dems will not approve hundreds of good people including the Ambassador to Germany. They are maxing out the time on approval process for all never happened before. Need more Republicans!,2018-04-23 13:15:00,22940.0,89895.0,False
3685,Despite the Democrat inspired laws on Sanctuary Cities and the Border being so bad and one sided I have instructed the Secretary of Homeland Security not to let these large Caravans of people into our Country. It is a disgrace. We are the only Country in the World so naive! WALL,2018-04-23 13:44:00,25812.0,103828.0,False
3686,Mexico whose laws on immigration are very tough must stop people from going through Mexico and into the U.S. We may make this a condition of the new NAFTA Agreement. Our Country cannot accept what is happening! Also we must get Wall funding fast.,2018-04-23 13:51:00,25412.0,106206.0,False
3687,Here’s a great stat - since January 2017 the number of people forced to use food stamps is down 1.9 million. The American people are finally back to work!,2018-04-23 20:08:00,32487.0,153557.0,False
3689,Having great meetings and discussions with my friend President @EmmanuelMacron of France. We are in the midst of meetings on Iran Syria and Trade. We will be holding a joint press conference shortly here at the @WhiteHouse. 🇺🇸🇫🇷 https://t.co/ju1FXhgjaD,2018-04-24 16:43:00,10395.0,51605.0,False
3690,Americans stand with you and all of Canada Prime Minister @JustinTrudeau. Our thoughts and prayers are with you all. #TorontoStrong https://t.co/Xo3Cn962z8,2018-04-24 17:56:00,7037.0,39641.0,False
3691,Arizona please get out today and vote @DebbieLesko for Congress in #AZ08. Strong on Border Immigration and Crime. Great on the Military. Time is ticking down - get out and VOTE today. We need Debbie in Congress!,2018-04-24 18:02:00,16650.0,60869.0,False
3692,“President Trump Calls the U.S.-France Relationship ‘Unbreakable.’ History Shows He’s Right.” https://t.co/L0gT4rvaJO,2018-04-24 18:41:00,10729.0,54984.0,False
3693,.@JimRenacci has worked so hard on Tax Reductions Illegal Immigration the Border and Crime. I need Jim very badly to help our agenda and to keep MAKING AMERICA GREAT AGAIN! He will be a fantastic  Senator for the Great State of Ohio and has my full endorsement!,2018-04-24 19:05:00,8.0,10.0,False
3694,.@JimRenacci has worked so hard on Tax Reductions Illegal Immigration the Border and Crime. I need Jim very badly to help our agenda and to keep MAKING AMERICA GREAT AGAIN! He will be a fantastic Senator for the Great State of Ohio and has my full endorsement!,2018-04-24 19:06:00,14847.0,59884.0,False
3695,Today @FLOTUS Melania and I were honored to welcome French President @EmmanuelMacron and Mrs. Brigitte Macron to the @WhiteHouse. We look forward to hosting them at tonight's State Dinner in their honor. https://t.co/wGJcWqSzyP,2018-04-24 19:18:00,9307.0,49146.0,False
3696,Our two great republics are linked together by the timeless bonds of history culture and destiny. We are people who cherish our values protect our civilization and recognize the image of God in every human soul. https://t.co/01c8iSGDB3,2018-04-24 20:18:00,20495.0,94091.0,False
3698,Congratulations to Republican Debbie Lesko on her big win in the Special Election for Arizona House seat. Debbie will do a Great Job! Press is so silent.,2018-04-25 11:53:00,23314.0,112562.0,False
3699,Busy day planned.  Looking forward to watching President Macron of France address a Joint Session of Congress today. This is a great honor and seldom allowed to be done...he will be GREAT!,2018-04-25 13:29:00,12866.0,74295.0,False
3700,.@FLOTUS did a spectacular job hosting the President of France @EmmanuelMacron and his wife Brigitte. Every detail was done to perfection. The State Dining Room never looked more beautiful and Washington is abuzz over what an incredible job Melania did.,2018-04-25 14:10:00,17345.0,91122.0,False
3701,Looking forward to my meeting with Tim Cook of Apple. We will be talking about many things including how the U.S. has been treated unfairly for many years by many countries on trade.,2018-04-25 14:11:00,15984.0,86666.0,False
3703,Thank you Kanye very cool! https://t.co/vRIC87M21X,2018-04-25 19:33:00,108482.0,362139.0,False
3704,MAGA! https://t.co/jFf5ONASlv,2018-04-25 21:18:00,60466.0,233819.0,False
3705,I will be interviewed on @foxandfriends at 8:00 A.M. Enjoy!,2018-04-26 01:41:00,14082.0,76531.0,False
3706,Loved being on @foxandfriends this morning. Great show!,2018-04-26 22:17:00,11300.0,82395.0,False
3707,The U.S. has put together a STRONG bid w/ Canada &amp; Mexico for the 2026 World Cup. It would be a shame if countries that we always support were to lobby against the U.S. bid. Why should we be supporting these countries when they don’t support us (including at the United Nations)?,2018-04-26 23:39:00,22891.0,99253.0,False
3708,Is everybody believing what is going on. James Comey can’t define what a leak is. He illegally leaked CLASSIFIED INFORMATION but doesn’t understand what he did or how serious it is. He lied all over the place to cover it up. He’s either very sick or very dumb. Remember sailor!,2018-04-27 10:26:00,24887.0,107727.0,False
3709,After a furious year of missile launches and Nuclear testing a historic meeting between North and South Korea is now taking place. Good things are happening but only time will tell!,2018-04-27 10:41:00,25419.0,120404.0,False
3710,KOREAN WAR TO END! The United States and all of its GREAT people should be very proud of what is now taking place in Korea!,2018-04-27 10:55:00,39343.0,134459.0,False
3711,So great to have Staff Sgt. Dan Nevins and the incredible WOUNDED WARRIORS with me in the White House yesterday. These are truly brave and special people! @foxandfriends,2018-04-27 11:23:00,11991.0,64826.0,False
3712,Please do not forget the great help that my good friend President Xi of China has given to the United States particularly at the Border of North Korea. Without him it would have been a much longer tougher process!,2018-04-27 11:50:00,24960.0,112500.0,False
3713,Kanye West has performed a great service to the Black Community - Big things are happening and eyes are being opened for the first time in Decades - Legacy Stuff! Thank you also to Chance and Dr. Darrell Scott they really get it (lowest Black &amp; Hispanic unemployment in history).,2018-04-27 13:11:00,34372.0,146080.0,False
3714,Look forward to meeting with Chancellor Angela Merkel of Germany today. So much to discuss so little time! It will be good for both of our great countries!,2018-04-27 13:28:00,11557.0,73114.0,False
3715,Just Out: House Intelligence Committee Report released. “No evidence” that the Trump Campaign “colluded coordinated or conspired with Russia.” Clinton Campaign paid for Opposition Research obtained from Russia- Wow! A total Witch Hunt! MUST END NOW!,2018-04-27 14:14:00,33612.0,120517.0,False
3717,I urge all Americans to participate in #takebackday tomorrow! Let’s come together and BEAT last October’s record of disposed prescription pills! Visit https://t.co/QCG7bHvvxd to learn more on how to participate Saturday and every day. https://t.co/W00YxL1RwK,2018-04-27 19:23:00,11885.0,49952.0,False
3719,House Intelligence Committee rules that there was NO COLLUSION between the Trump Campaign and Russia. As I have been saying all along it is all a big Hoax by the Democrats based on payments and lies. There should never have been a Special Councel appointed. Witch Hunt!,2018-04-28 01:19:00,7240.0,26462.0,False
3720,House Intelligence Committee rules that there was NO COLLUSION between the Trump Campaign and Russia. As I have been saying all along it is all a big Hoax by the Democrats based on payments and lies. There should never have been a Special Counsel appointed. Witch Hunt!,2018-04-28 02:04:00,27456.0,114185.0,False
3721,Allegations made by Senator Jon Tester against Admiral/Doctor Ron Jackson are proving false. The Secret Service is unable to confirm (in fact they deny) any of the phony Democrat charges which have absolutely devastated the wonderful Jackson family. Tester should resign. The.....,2018-04-28 12:07:00,25854.0,93447.0,False
3722,....great people of Montana will not stand for this kind of slander when talking of a great human being. Admiral Jackson is the kind of man that those in Montana would most respect and admire and now for no reason whatsoever his reputation has been shattered. Not fair Tester!,2018-04-28 12:15:00,21811.0,94360.0,False
3723,“Clapper lied about (fraudulent) Dossier leaks to CNN” @foxandfriends FoxNews  He is a lying machine who now works for Fake News CNN.,2018-04-28 12:58:00,21053.0,79744.0,False
3724,Just had a long and very good talk with President Moon of South Korea. Things are going very well time and location of meeting with North Korea is being set. Also spoke to Prime Minister Abe of Japan to inform him of the ongoing negotiations.,2018-04-28 13:45:00,23891.0,101227.0,False
3725,Look forward to being in the Great State of Michigan tonight. Major business expansion and jobs pouring into your State. Auto companies expanding at record pace. Big crowd tonight will be live on T.V.,2018-04-28 13:54:00,18797.0,97399.0,False
3726,Secret Service has just informed me that Senator Jon Tester’s statements on Admiral Jackson are not true. There were no such findings. A horrible thing that we in D.C. must live with just like phony Russian Collusion. Tester should lose race in Montana. Very dishonest and sick!,2018-04-28 19:11:00,38924.0,135989.0,False
3727,Join me LIVE in Washington Michigan at 7:00pmE on @FoxNews! #MAGA,2018-04-28 22:45:00,8610.0,52272.0,False
3728,Great evening last night in Washington Michigan. The enthusiasm knowledge and love in that room was unreal. To the many thousands of people who couldn’t get in I cherish you....and will be back!,2018-04-29 11:21:00,21203.0,109185.0,False
3729,While Washington Michigan was a big success Washington D.C. just didn’t work. Everyone is talking about the fact that the White House Correspondents Dinner was a very big boring bust...the so-called comedian really “bombed.” @greggutfeld should host next year! @PeteHegseth,2018-04-29 11:45:00,18883.0,85594.0,False
3730,Just got recent Poll - much higher than President O at same time....Well much more has been accomplished!,2018-04-29 11:54:00,26971.0,145636.0,False
3731,“Trump’s Triumphs are driving his critics Crazy!” Thank you Steve Hilton @NextRevFNC just want to do what is right for our wonderful U.S.A.,2018-04-30 01:29:00,15024.0,74873.0,False
3732,The White House Correspondents’ Dinner was a failure last year but this year was an embarrassment to everyone associated with it. The filthy “comedian” totally bombed (couldn’t even deliver her lines-much like the Seth Meyers weak performance). Put Dinner to rest or start over!,2018-04-30 02:38:00,22982.0,107294.0,False
3733,Headline: “Kim Prepared to Cede Nuclear Weapons if U.S. Pledges Not to Invade” - from the Failing New York Times. Also will shut down Nuclear Test Site in May.,2018-04-30 02:59:00,19825.0,92349.0,False
3734,The White House Correspondents’ Dinner is DEAD as we know it. This was a total disaster and an embarrassment to our great Country and all that it stands for. FAKE NEWS is alive and well and beautifully represented on Saturday night!,2018-04-30 12:10:00,23530.0,108339.0,False
3735,Numerous countries are being considered for the MEETING but would Peace House/Freedom House on the Border of North &amp; South Korea be a more Representative Important and Lasting site than a third party country? Just asking!,2018-04-30 12:19:00,20356.0,93838.0,False
3736,I recently had a terrific meeting with a bipartisan group of freshman lawmakers who feel very strongly in favor of Congressional term limits. I gave them my full support and endorsement for their efforts. #DrainTheSwamp,2018-04-30 18:54:00,27369.0,115496.0,False
3737,The migrant ‘caravan’ that is openly defying our border shows how weak &amp; ineffective U.S. immigration laws are. Yet Democrats like Jon Tester continue to support the open borders agenda – Tester even voted to protect Sanctuary Cities. We need lawmakers who will put America First.,2018-04-30 22:38:00,24433.0,98179.0,False
3738,During Small Business Week we celebrate the great hard-working entrepreneurs across our country who have started and operate a small business!,2018-04-30 22:39:00,16431.0,88382.0,False
3739,The Fake News is going crazy making up false stories and using only unnamed sources (who don’t exist). They are totally unhinged and the great success of this Administration is making them do and say things that even they can’t believe they are saying. Truly bad people!,2018-04-30 22:49:00,26345.0,110396.0,False
3740,The White House is running very smoothly despite phony Witch Hunts etc. There is great Energy and unending Stamina both necessary to get things done. We are accomplishing the unthinkable and setting positive records while doing so! Fake News is going “bonkers!”,2018-04-30 23:02:00,21890.0,96062.0,False
3741,So disgraceful that the questions concerning the Russian Witch Hunt were “leaked” to the media. No questions on Collusion. Oh I see...you have a made up phony crime Collusion that never existed and an investigation begun with illegally leaked classified information. Nice!,2018-05-01 10:47:00,26438.0,110536.0,False
3742,Delegation heading to China to begin talks on the Massive Trade Deficit that has been created with our Country. Very much like North Korea this should have been fixed years ago not now. Same with other countries and NAFTA...but it will all get done. Great Potential for USA!,2018-05-01 11:00:00,18400.0,83668.0,False
3743,It would seem very hard to obstruct justice for a crime that never happened! Witch Hunt!,2018-05-01 11:34:00,27034.0,126090.0,False
3744,Yesterday it was my great honor to welcome President @MBuhari of the Federal Republic of Nigeria to the @WhiteHouse!🇺🇸🇳🇬 https://t.co/ApOC3CUSjV,2018-05-01 15:23:00,12797.0,56212.0,False
3745,Today I had the great honor of awarding the Commander-in-Chief’s Trophy for the first time in 21 years to the @ArmyWP_Football Black Knights at the @WhiteHouse. Congratulations!https://t.co/KRQXR3xEES,2018-05-01 16:57:00,13271.0,63850.0,False
3746,Congratulations @ArmyWP_Football! https://t.co/rmaLoZMWtK,2018-05-01 18:14:00,10922.0,55178.0,False
3747,Today it was my great honor to thank and welcome heroic crew members and passengers of Southwest Airlines Flight 1380 at the @WhiteHouse! https://t.co/fYYgWToddi,2018-05-01 19:42:00,15475.0,85015.0,False
3748,There was no Collusion (it is a Hoax) and there is no Obstruction of Justice (that is a setup &amp; trap). What there is is Negotiations going on with North Korea over Nuclear War Negotiations going on with China over Trade Deficits Negotiations on NAFTA and much more. Witch Hunt!,2018-05-02 11:45:00,26992.0,108877.0,False
3749,“The questions are an intrusion into the President’s Article 2  powers under the Constitution to fire any Executive Branch Employee...what the President was thinking is an outrageous.....as to the President’s unfettered power to fire anyone...” Joe Digenova former US Attorney,2018-05-02 13:23:00,17399.0,67707.0,False
3750,NEW BOOK - A MUST READ! “The Russia Hoax - The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump” by the brilliant Fox News Legal Analyst Gregg Jarrett. A sad chapter for law enforcement. A rigged system!,2018-05-02 13:33:00,24919.0,88965.0,False
3751,A Rigged System - They don’t want to turn over Documents to Congress. What are they afraid of? Why so much redacting? Why such unequal “justice?” At some point I will have no choice but to use the powers granted to the Presidency and get involved!,2018-05-02 14:45:00,31510.0,115465.0,False
3752,Congratulations @SecPompeo! https://t.co/ECrMGkXMQF,2018-05-02 18:16:00,13720.0,63536.0,False
3753,I have been briefed on the U.S. C-130 “Hercules” cargo plane from the Puerto Rico National Guard that crashed near Savannah Hilton Head International Airport. Please join me in thoughts and prayers for the victims their families and the great men and women of the National Guard.,2018-05-02 20:27:00,19945.0,94872.0,False
3754,“This isn’t some game. You are screwing with the work of the president of the United States.”  John Dowd March 2018.  With North Korea China the Middle East and so much more there is not much time to be thinking about this especially since there was no Russian “Collusion.”,2018-05-02 22:40:00,23303.0,92123.0,False
3755,As everybody is aware the past Administration has long been asking for three hostages to be released from a North Korean Labor camp but to no avail. Stay tuned!,2018-05-03 00:53:00,23236.0,106926.0,False
3756,Ainsley Earnhardt a truly great person just wrote a wonderful book “The Light Within Me” which is doing really well. She is very special and so is her new book...bring it to number one!,2018-05-03 03:37:00,16973.0,85852.0,False
3757,Our great financial team is in China trying to negotiate a level playing field on trade! I look forward to being with President Xi in the not too distant future. We will always have a good (great) relationship!,2018-05-03 03:45:00,15845.0,78483.0,False
3758,Mr. Cohen an attorney received a monthly retainer not from the campaign and having nothing to do with the campaign from which he entered into through reimbursement a private contract between two parties known as a non-disclosure agreement or NDA. These agreements are.....,2018-05-03 10:46:00,16037.0,71577.0,False
3759,...very common among celebrities and people of wealth. In this case it is in full force and effect and will be used in Arbitration for damages against Ms. Clifford (Daniels). The agreement was used to stop the false and extortionist accusations made by her about an affair......,2018-05-03 10:54:00,16677.0,76516.0,False
3760,...despite already having signed a detailed letter admitting that there was no affair. Prior to its violation by Ms. Clifford and her attorney this was a private agreement. Money from the campaign or campaign contributions played no roll in this transaction.,2018-05-03 11:00:00,17510.0,84096.0,False
3761,Today it was my great honor to celebrate the #NationalDayOfPrayer at the @WhiteHouse in the Rose Garden! Proclamation: https://t.co/4jAxJnBJoq https://t.co/AsWTfpu290,2018-05-03 16:27:00,13486.0,61711.0,False
3762,This spring marks 4yrs since the Phoenix VA crisis. We won't forget what happened to our GREAT VETS. Choice is vital but the program needs work &amp; is running out of $. Congress must fix Choice Program by Memorial Day so VETS can get the care they deserve. I will sign immediately!,2018-05-03 16:49:00,17675.0,76734.0,False
3763,#NationalDayOfPrayer https://t.co/nFUc3uyQL8,2018-05-03 18:20:00,15879.0,69146.0,False
3764,Our Southern Border is under siege. Congress must act now to change our weak and ineffective immigration laws. Must build a Wall. Mexico which has a massive crime problem is doing little to help!,2018-05-04 10:22:00,19564.0,81112.0,False
3765,Because Jobs in the U.S. are doing so well Americans receiving unemployment aid is the lowest since 1973. Great!,2018-05-04 10:28:00,22674.0,111048.0,False
3766,Andy McCarthy will be on  @LouDobbs tonight. 7:00 P.M.  @FoxBusiness.,2018-05-04 10:37:00,6073.0,32879.0,False
3767,NBC NEWS is wrong again! They cite “sources” which are constantly wrong. Problem is like so many others the sources probably don’t exist they are fabricated fiction! NBC my former home with the Apprentice is now as bad as Fake News CNN. Sad!,2018-05-04 10:45:00,20942.0,87371.0,False
3768,Going to Dallas (the GREAT State of Texas) today. Leaving soon!,2018-05-04 10:57:00,12482.0,83711.0,False
3769,JUST OUT: 3.9% Unemployment. 4% is Broken! In the meantime WITCH HUNT!,2018-05-04 13:27:00,30969.0,137773.0,False
3770,All of us here today are united by the same timeless values. We believe that our liberty is a gift from our creator and that no Government can ever take it away. We believe in the rule of law - and we support the men and women of law enforcement. We have pride in our history... https://t.co/eONj1Y8oju,2018-05-04 20:37:00,18431.0,72832.0,False
3771,Democrats and liberals in Congress want to disarm law-abiding Americans at the same time they are releasing dangerous criminal aliens and savage gang members onto our streets. Politicians who put criminal aliens before American Citizens should be voted out of office!,2018-05-04 21:58:00,36132.0,130728.0,False
3772,We are going to demand Congress secure the border in the upcoming CR. Illegal immigration must end!,2018-05-04 21:59:00,24799.0,115794.0,False
3773,I want to thank all of our friends and patriots at the @NRA. We will never fail and we will always protect your Second Amendment! God Bless you and God Bless America! https://t.co/3PoNPV24p4,2018-05-04 22:56:00,18287.0,74763.0,False
3774,Great book just out by very successful businessman @AndyPuzder. Always known as somebody who knows how to win “Capitalist Comeback” will be a big hit!,2018-05-05 00:08:00,9758.0,50888.0,False
3775,Just returned home to the beautiful White House from Dallas where the Arena was packed to the rafters with the great fans and supporters of the @NRA. It was so wonderful to be there!,2018-05-05 00:17:00,18366.0,97524.0,False
3776,Our high level delegation is on the way back from China where they had long meetings with Chinese leaders and business representatives. We will be meeting tomorrow to determine the results but it is hard for China in that they have become very spoiled with U.S. trade wins!,2018-05-05 00:31:00,17531.0,81030.0,False
3777,Thank you Cleveland Ohio! https://t.co/ROEFRLY7jP,2018-05-05 21:35:00,16132.0,77424.0,False
3778,To the great people of West Virginia we have together a really great chance to keep making a big difference. Problem is Don Blankenship currently running for Senate can’t win the General Election in your State...No way! Remember Alabama. Vote Rep. Jenkins or A.G. Morrisey!,2018-05-07 10:53:00,14986.0,59710.0,False
3779,My highly respected nominee for CIA Director Gina Haspel has come under fire because she was too tough on Terrorists. Think of that in these very dangerous times we have the most qualified person a woman who Democrats want OUT because she is too tough on terror. Win Gina!,2018-05-07 11:04:00,24905.0,92738.0,False
3780,The Russia Witch Hunt is rapidly losing credibility. House Intelligence Committee found No Collusion Coordination or anything else with Russia. So now the Probe says OK what else is there? How about Obstruction for a made up phony crime.There is no O it’s called Fighting Back,2018-05-07 11:27:00,21599.0,90295.0,False
3781,The 13 Angry Democrats in charge of the Russian Witch Hunt are starting to find out that there is a Court System in place that actually protects people from injustice...and just wait ‘till the Courts get to see your unrevealed Conflicts of Interest!,2018-05-07 11:39:00,29963.0,110027.0,False
3782,“The Great Revolt” by Salena Zito and Brad Todd does much to tell the story of our great Election victory. The Forgotten Men &amp; Women are forgotten no longer!,2018-05-07 13:00:00,12422.0,58674.0,False
3783,Good luck to Ric Grenell our new Ambassador to Germany. A great and talented guy he will represent our Country well!,2018-05-07 13:05:00,11874.0,65137.0,False
3784,Lisa Page who may hold the record for the most Emails in the shortest period of time (to her Lover Peter S) and attorney Baker are out at the FBI as part of the Probers getting caught? Why is Peter S still there? What a total mess. Our Country has to get back to Business!,2018-05-07 13:29:00,21678.0,87664.0,False
3785,Is this Phony Witch Hunt going to go on even longer so it wrongfully impacts the Mid-Term Elections which is what the Democrats always intended? Republicans better get tough and smart before it is too late!,2018-05-07 13:35:00,23371.0,95113.0,False
3786,The United States does not need John Kerry’s possibly illegal Shadow Diplomacy on the very badly negotiated Iran Deal.  He was the one that created this MESS in the first place!,2018-05-07 14:08:00,33028.0,118444.0,False
3787,National Prescription Drug #TakeBackDay numbers are in! Another record broken: nearly 1 MILLION pounds of Rx pills disposed! Let’s keep fighting this opioid epidemic America!,2018-05-07 17:20:00,13889.0,67219.0,False
3788,I will be announcing my decision on the Iran Deal tomorrow from the White House at 2:00pm.,2018-05-07 18:44:00,27350.0,111859.0,False
3789,Gina Haspel my highly respected nominee to lead the CIA is being praised for the fact that she has been and alway will be TOUGH ON TERROR! This is a woman who has been a leader wherever she has gone. The CIA wants her to lead them into America’s  bright and glorious future!,2018-05-08 11:09:00,20725.0,91660.0,False
3790,I will be speaking to my friend President Xi of China this morning at 8:30. The primary topics will be Trade where good things will happen and North Korea where relationships and trust are building.,2018-05-08 11:22:00,17027.0,86673.0,False
3791,John Kerry can’t get over the fact that he had his chance and blew it! Stay away from negotiations John you are hurting your country!,2018-05-08 11:30:00,33731.0,138154.0,False
3792,Statement on the Iran Nuclear Deal: https://t.co/O3SpryCKkc,2018-05-08 18:52:00,27635.0,90458.0,False
3795,The Iran Deal is defective at its core. If we do nothing we know what will happen. In just a short time the world’s leading state sponsor of terror will be on the cusp of acquiring the world’s most dangerous weapons.... https://t.co/58qwBLzxIH,2018-05-08 22:11:00,24488.0,95878.0,False
3796,The Republican Party had a great night. Tremendous voter energy and excitement and all candidates are those who have a great chance of winning in November. The Economy is sooo strong and with Nancy Pelosi wanting to end the big Tax Cuts and Raise Taxes why wouldn’t we win?,2018-05-09 11:24:00,19227.0,83243.0,False
3797,The Fake News is working overtime. Just reported that despite the tremendous success we are having with the economy &amp; all things else 91% of the Network News about me is negative (Fake). Why do we work so hard in working with the media when it is corrupt? Take away credentials?,2018-05-09 11:38:00,27761.0,120207.0,False
3798,Candace Owens of Turning Point USA is having a big impact on politics in our Country. She represents an ever expanding group of very smart “thinkers” and it is wonderful to watch and hear the dialogue going on...so good for our Country!,2018-05-09 11:48:00,33578.0,137792.0,False
3799,Congratulations to Mike Dewine on his big win in the Great State of Ohio. He will be a great Governor with a heavy focus on HealthCare and Jobs.  His Socialist opponent in November should not do well a big failure in last job!,2018-05-09 12:00:00,13651.0,66703.0,False
3800,I am pleased to inform you that Secretary of State Mike Pompeo is in the air and on his way back from North Korea with the 3 wonderful gentlemen that everyone is looking so forward to meeting. They seem to be in good health. Also good meeting with Kim Jong Un. Date &amp; Place set.,2018-05-09 12:30:00,45129.0,168836.0,False
3801,Secretary Pompeo and his “guests” will be landing at Andrews Air Force Base at 2:00 A.M. in the morning. I will be there to greet them. Very exciting!,2018-05-09 12:35:00,27624.0,121081.0,False
3802,The Failing New York Times criticized Secretary of State Pompeo for being AWOL (missing) when in fact he was flying to North Korea. Fake News so bad!,2018-05-09 22:38:00,26369.0,106024.0,False
3803,Looking forward to greeting the Hostages (no longer) at 2:00 A.M.,2018-05-09 22:41:00,18408.0,109817.0,False
3804,Gina Haspel did a spectacular job today. There is nobody even close to run the CIA!,2018-05-10 02:19:00,19144.0,96939.0,False
3805,On behalf of the American people WELCOME HOME! https://t.co/hISaCI95CB,2018-05-10 10:01:00,49906.0,190559.0,False
3806,Senator Cryin’ Chuck Schumer fought hard against the Bad Iran Deal even going at it with President Obama &amp; then Voted AGAINST it! Now he says I should not have terminated the deal - but he doesn’t really believe that! Same with Comey. Thought he was terrible until I fired him!,2018-05-10 14:30:00,26899.0,107059.0,False
3807,Five Most Wanted leaders of ISIS just captured!,2018-05-10 14:33:00,68865.0,301809.0,False
3808,The highly anticipated meeting between Kim Jong Un and myself will take place in Singapore on June 12th. We will both try to make it a very special moment for World Peace!,2018-05-10 14:37:00,62922.0,237845.0,False
3809,Thank you Indiana! #MAGA🇺🇸https://t.co/fCv76VyUax,2018-05-11 00:49:00,17926.0,83089.0,False
3810,Today my Administration is launching the most sweeping action in history to lower the price of prescription drugs for the American People. We will have tougher negotiation more competition and much lower prices at the pharmacy counter! https://t.co/xdakX43a4d,2018-05-11 19:30:00,22444.0,92740.0,False
3811,The American people deserve a healthcare system that takes care of them – not one that takes advantage of them. We will work every day to ensure all Americans have access to the quality affordable medication they need and deserve. We will not rest until the job is done! https://t.co/9BzevAniNx,2018-05-11 20:56:00,20106.0,87242.0,False
3812,Big week next week when the American Embassy in Israel will be moved to Jerusalem. Congratulations to all!,2018-05-11 23:39:00,31130.0,145690.0,False
3813,Why doesn’t the Fake News Media state that the Trump Administration’s Anti-Trust Division has been and is opposed to the AT&amp;T purchase of Time Warner in a currently ongoing Trial. Such a disgrace in reporting!,2018-05-11 23:49:00,22854.0,94539.0,False
3814,North Korea has announced that they will dismantle Nuclear Test Site this month ahead of the big Summit Meeting on June 12th. Thank you a very smart and gracious gesture!,2018-05-12 21:08:00,34489.0,162839.0,False
3815,Iran’s Military Budget is up more than 40% since the Obama negotiated Nuclear Deal was reached...just another indicator that it was all a big lie. But not anymore!,2018-05-12 22:02:00,28057.0,112009.0,False
3816,The Senate should get funding done before the August break or NOT GO HOME. Wall and Border Security should be included. Also waiting for approval of almost 300 nominations worst in history. Democrats are doing everything possible to obstruct all they know how to do. STAY!,2018-05-12 22:20:00,31475.0,115894.0,False
3817,Happy Mother’s Day!!! https://t.co/zw71dnT7TJ,2018-05-13 12:29:00,29961.0,132005.0,False
3818,President Xi of China and I are working together to give massive Chinese phone company ZTE a way to get back into business fast. Too many jobs in China lost. Commerce Department has been instructed to get it done!,2018-05-13 15:01:00,17379.0,84164.0,False
