\f0\fs24 \cf0 source,text,created_at,retweet_count,favorite_count,is_retweet,id_str\
Twitter for iPhone,RT @DailyCaller: CNN Receives Bad TV Rating For Speaker Pelosi Town Hall https://t.co/YxzzHljJAK,12/8/2019 23:26,6633,0,TRUE,1203818043492720640\
Twitter for iPhone,RT @DailyCaller: The FISA Report Is Finally Coming. Here\'92s What To Know About It. https://t.co/uA97ZmL8yW,12/8/2019 23:25,5356,0,TRUE,1203817865209634817\
Twitter for iPhone,RT @DailyCaller: Dana Bash Puts Nadler On The Spot With His Own Statements On Partisan Impeachment https://t.co/fChR5snz6f,12/8/2019 23:22,5744,0,TRUE,1203817075833262080\
Twitter for iPhone,RT @DailyCaller: Nunes: FBI Withheld Exculpatory Information On Carter Page From FISA Court https://t.co/v30Epau5aZ,12/8/2019 23:21,7015,0,TRUE,1203817008489480192\
Twitter for iPhone,RT @DailyCaller: Joe Biden Claims Ignorance On His Son\'92s Conflicts Of Interest With Burisma https://t.co/wH8ZJElF4p,12/8/2019 23:21,6157,0,TRUE,1203816842223071236\
Twitter for iPhone,.CNN is a ratings disaster. Lost all credibility! https://t.co/SKnLFNTGzU,12/8/2019 23:20,14853,57726,FALSE,1203816658508435456\
Twitter for iPhone,RT @DevinNunes: Dems busted again on their Watergate fantasies... with \uc0\u8294 @marthamaccallum\u8297  https://t.co/x9RlLvLAOe,12/8/2019 23:19,10684,0,TRUE,1203816385949908999\
Twitter for iPhone,RT @DevinNunes: Thx @dbongino https://t.co/chbunruVUh,12/8/2019 23:19,7822,0,TRUE,1203816292362412032\
Twitter for iPhone,RT @tracybeanz: Reading @DevinNunes lawsuit against @cnn. It\'92s something. This is how it started but the facts in here are incontrovertibl\'85,12/8/2019 23:18,9070,0,TRUE,1203816127819853824\
Twitter for iPhone,RT @MariaBartiromo: Rep. Nunes says he will pursue legal action on release of phone records https://t.co/flF3cxPg4G  @SundayFutures @FoxNew\'85,12/8/2019 23:18,7497,0,TRUE,1203816066138431494\
Twitter for iPhone,RT @DevinNunes: Great interview by \uc0\u8294 @newtgingrich\u8297  with \u8294 @LeeSmithDC\u8297   https://t.co/sqV7AafjET,12/8/2019 23:18,4014,0,TRUE,1203816030763716608\
Twitter for iPhone,RT @Jim_Jordan: Did @RepAdamSchiff mislead the American people AGAIN?https://t.co/GOnVlzCsRW,12/8/2019 23:17,10121,0,TRUE,1203815791172444162\
Twitter for iPhone,RT @Jim_Jordan: While Democrats are focused on undoing the 2016 election President Trump is doing what he said.Able-bodied adults withou\'85,12/8/2019 23:16,14691,0,TRUE,1203815726521475075\
Twitter for iPhone,RT @RepArrington: The #SchiffShow is finally over. With @SpeakerPelosi choosing to continue this impeachment charade I\'92m confident my co\'85,12/8/2019 23:15,6677,0,TRUE,1203815389165215744\
Twitter for iPhone,"RT @GOPLeader: Speaker Pelosi: ""An impeachment is not a pleasant experience. It can be divisive. We don't take any glee in this at all.""A\'85",12/8/2019 23:15,15629,0,TRUE,1203815316364681216\
Twitter for iPhone,RT @SteveScalise: Every scam Dems have run against @realDonaldTrump\'97from Mueller to bribery\'97has failed.They have no case for impeachment.\'85,12/8/2019 23:14,8998,0,TRUE,1203815231002165252\
Twitter for iPhone,RT @RepAndyBiggsAZ: Republicans are working day and night to expose the truth behind the Democrats\'92 radical partisan vindictive efforts t\'85,12/8/2019 23:14,5514,0,TRUE,1203815106544570369\
Twitter for iPhone,RT @RepDougCollins: The average American outside of D.C. understands due process. They understand fairness. They do not understand how\'85,12/8/2019 23:14,8063,0,TRUE,1203815095433879552\
Twitter for iPhone,RT @RepChuck: No matter how they try and spin it Dems have been trying to impeach @realDonaldTrump since day 1. Now according to Speaker\'85,12/8/2019 23:13,6000,0,TRUE,1203814941062504449\
Twitter for iPhone,RT @RepAndyBiggsAZ: Promises made promises kept.Today marks the 2nd anniversary of @POTUS @realDonaldTrump's decision to recognize Jerus\'85,12/8/2019 23:12,5429,0,TRUE,1203814742768402433\
Twitter for iPhone,RT @RepAndyBiggsAZ: Democrats' determination to impeach @realDonaldTrump undercuts our responsibility to govern the nation. Instead of focu\'85,12/8/2019 23:12,5377,0,TRUE,1203814553987035143\
Twitter for iPhone,RT @WhiteHouse: As a candidate for President @realDonaldTrump promised to eliminate two old regulations for every new federal regulation i\'85,12/8/2019 23:11,8392,0,TRUE,1203814480590843904\
Twitter for iPhone,RT @RepAndyBiggsAZ: Great to join @EPAAWheeler in this effort. The @realDonaldTrump adminstration is doing an excellent job by streamlining\'85,12/8/2019 23:10,3016,0,TRUE,1203814255130284034\
Twitter for iPhone,RT @RepDougCollins: Chairman Nadler has no choice but to postpone Monday\'92s hearing in the wake of a last-minute document transmission that\'85,12/8/2019 23:10,12908,0,TRUE,1203814192966459392\
Twitter for iPhone,"RT @RepAndyBiggsAZ: ""That is almost no movement either way in more than 6 weeks \'97 a time during which televised impeachment hearings were h\'85",12/8/2019 23:10,3913,0,TRUE,1203814102067564545\
Twitter for iPhone,RT @RepMarkMeadows: All the Democrats have are unproven allegations. Here are the facts:- Call text shows zero link between aid/political\'85,12/8/2019 23:09,8688,0,TRUE,1203813912161984512\
Twitter for iPhone,RT @RepMarkGreen: .@realDonaldTrump is delivering huge wins for our economy. ,,,,,
\f1 \uc0\u9989 ,,,,,,
\f0  Jobs growing an average of 205000/month,,,,,,
\f1 \uc0\u9989 ,,,,,,
\f0  Unemployment at\'85,12/8/2019 23:09,5832,0,TRUE,1203813858260992002\,
Twitter for iPhone,RT @SteveScalise: Adam Schiff is lying to the American people again.He has 3500+ pages of phone records on people\'97including the press\'97th\'85,12/8/2019 23:09,14167,0,TRUE,1203813787847008258\
Twitter for iPhone,RT @GOPLeader: Democrats devised their timeline for impeaching the president a long time ago and they've just been filling it in as they g\'85,12/8/2019 23:08,13112,0,TRUE,1203813650416439297\
Twitter for iPhone,RT @RepAndyBiggsAZ: \'93To summarize: Many Democrats wanted to impeach @realDonaldTrump from the get-go. Frustrated at their inability to get\'85,12/8/2019 23:08,4426,0,TRUE,1203813537287680001\
Twitter for iPhone,RT @RepAndyBiggsAZ: From the individuals who brought you the Russian-Collusion HoaxComes the sequel - the Ukrainian Hoax.Democrats wil\'85,12/8/2019 23:07,10301,0,TRUE,1203813455704272897\
Twitter for iPhone,RT @JudgeJeanine: House Freedom Caucus Chairman @RepAndyBiggsAZ and Congressman @replouiegohmert joined me to discuss the latest round of i\'85,12/8/2019 23:07,4001,0,TRUE,1203813351618482177\
Twitter for iPhone,RT @RepLeeZeldin: Many stubborn facts destroy the Dems\'92 impeachment fairy tale. These top highlights remain key:-Pres Zelensky didn\'92t kno\'85,12/8/2019 23:05,6209,0,TRUE,1203812905860378624\
Twitter for iPhone,"RT @RepMattGaetz: .@RepZoeLofgren called the 1998 impeachment ""fascist."" @RepJerryNadler said it was ""ripping asunder our votes.""@Speaker\'85",12/8/2019 23:05,7055,0,TRUE,1203812805566255105\
Twitter for iPhone,"RT @USNavy: #UPDATE: #USNavy releases names of the Sailors Killed in @NASPCOLA Shooting. ""We feel the loss profoundly and grieve with the f\'85",12/8/2019 23:02,5378,0,TRUE,1203812025639587841\
Twitter for iPhone,RT @CLewandowski_: Thank you @realDonaldTrump for putting American back to work.  Just think how much better it could be if Members of Cong\'85,12/8/2019 23:01,4414,0,TRUE,1203811912200392704\
Twitter for iPhone,RT @CLewandowski_: The House Judiciary Committee's fundamental choice. My latest op-ed just published in The Hill.   https://t.co/6gsJuHG7pK,12/8/2019 23:01,3301,0,TRUE,1203811801965707265\
Twitter for iPhone,RT @DanScavino: CONGRATS Bryce Mitchell (@ThugnastyMMA)! #UFCDC #UFCWashington cc: @realDonaldTrumpWAIT FOR IT.....https://t.co/KPcInakf\'85,12/8/2019 22:59,11906,0,TRUE,1203811425279447047\
Twitter for iPhone,RT @GOPChairwoman: Nancy Pelosi and House Democrats want to impeach @realDonaldTrump simply because they don\'92t like him. All you have to\'85,12/8/2019 22:57,7373,0,TRUE,1203810822708965377\
Twitter for iPhone,What he did is illegal. Schiff is a corrupt politician and a criminal! https://t.co/uLzJY5MjW3,12/8/2019 22:52,22778,74522,FALSE,1203809537653956611\
Twitter for iPhone,RT @WSJ: From @WSJopinion: The effort to sink Justice Brett Kavanaugh\'92s confirmation cries out for investigation write @DavidRivkin and Le\'85,12/8/2019 21:45,3652,0,TRUE,1203792745153880065\
Twitter for iPhone,RT @DavidRivkin: There\'92s nothing about impeachment that turns the president into a ward of the legislature. The Executive Branch has a righ\'85,12/8/2019 21:45,3933,0,TRUE,1203792674999980032\
Twitter for iPhone,RT @howappealing: \'93This Impeachment Subverts the Constitution: It\'92s nakedly political and procedurally defective and so far there\'92s no pub\'85,12/8/2019 21:44,3707,0,TRUE,1203792597380153350\
Twitter for iPhone,"RT @DavidRivkin: The ""whistleblower"" does not have a right to anonymity; at best he would be protected against retaliation in employment. A\'85",12/8/2019 21:44,3823,0,TRUE,1203792439078768646\
Twitter for iPhone,RT @WarRoom2020: Rivkin: Dems are falsely accusing @POTUS of obstruction &amp; bribery this is a political shamLIVE NOW on War Room: Impeach\'85,12/8/2019 21:42,3003,0,TRUE,1203792069417943042\
Twitter for iPhone,\'93This would be the first Impeachment in American history without a specific criminal statute or crime that the president whose impeached would have allegedly committed.\'94 Paul Gigot The Wall Street Journal,12/8/2019 21:41,20764,74745,FALSE,1203791855684599813\
Twitter for iPhone,RT @WarRoom2020: Navarro: Why at the Dem debates do they never talk about China or the economy? Because they don\'92t want to admit President\'85,12/8/2019 21:27,5421,0,TRUE,1203788200428363776\
Twitter for iPhone,RT @WarRoom2020: Schultz: The best evidence in this case came out months ago: the call transcriptLIVE NOW on War Room: Impeachment w/ @Ci\'85,12/8/2019 21:21,3321,0,TRUE,1203786623160336385\
Twitter for iPhone,RT @WarRoom2020: READ: The White House\'92s \'91Bring It On\'92 Letter to House Democrats  #WarRoomImpeachment https://t.co/DllOF476v7,12/8/2019 21:19,5223,0,TRUE,1203786269639282688\
Twitter for iPhone,RT @WarRoom2020: Guardian: Nancy Pelosi is Bungling the Impeachment Inquiry  #WarRoomImpeachment https://t.co/mNkYGagdkJ,12/8/2019 21:19,4836,0,TRUE,1203786146825850882\
Twitter for iPhone,RT @WarRoom2020: FLASHBACK: Media Called Biden-Ukraine Relationship \'91Fishy\'92 in 2014  #WarRoomImpeachment https://t.co/CjDIxLok3Q,12/8/2019 21:18,6541,0,TRUE,1203785981381373952\
Twitter for iPhone,RT @WarRoom2020: OH MY JOBS! \'96\'a0U.S. Economy Adds 266000 Jobs in November  #WarRoomImpeachment https://t.co/gDrgkwm8Zl,12/8/2019 21:17,4054,0,TRUE,1203785660449968129\
Twitter for iPhone,RT @WarRoom2020: Canada Just Lost the Equivalent of 650000 Jobs as Trump\'92s Economy Roars  #WarRoomImpeachment https://t.co/gZK03BpIca,12/8/2019 21:17,6011,0,TRUE,1203785636219633664\
Twitter for iPhone,RT @WarRoom2020: Trump Trounces Obama Approval Rating at Same Point of Presidencies  #WarRoomImpeachment https://t.co/duUE7N9D5p,12/8/2019 21:16,5319,0,TRUE,1203785449896054796\
Twitter for iPhone,RT @WSJopinion: If Adam Schiff were confident in his legal position he\'92d want to put the case to a judge. Yet he seems desperate not to w\'85,12/8/2019 21:12,3576,0,TRUE,1203784518785798146\
Twitter for iPhone,.....American people are supposed to believe that this simply isn\'92t a part of everthing they\'92ve been trying to do for the last three years? I think it is really a hard sell for Nancy Pelosi.\'94 @DanHenninger  The Wall Street Journal,12/8/2019 21:08,8382,31177,FALSE,1203783396972994566\
Twitter for iPhone,\'93The Democrats haven\'92t come up with a smocking gun. Nancy Pelosi by raising this to the level of Impeachment has raised the bar impossibly high. This comes after three years of nonstop investigations of Trump the Russian collusion narrative the Mueller Report &amp; now the.....,12/8/2019 21:08,13608,51320,FALSE,1203783393852493826\
Twitter for iPhone,RT @JennaEllisEsq: THREAD: So I didn\'92t get to finish comments w/ @edhenry today due to the breaking news but here are the two main points:\'85,12/8/2019 20:29,6653,0,TRUE,1203773562739445760\
Twitter for iPhone,RT @JennaEllisEsq: 2. @realDonaldTrump was clear when he said \'93Do US a favor\'94 that he was speaking on behalf of the United States. It is ab\'85,12/8/2019 20:29,5080,0,TRUE,1203773550114553861\
Twitter for iPhone,RT @JennaEllisEsq: The Dems are desperately searching for grounds of impeachment and they have LOST. They have NOTHING.But they ARE afrai\'85,12/8/2019 20:29,4964,0,TRUE,1203773527134023688\
Twitter for iPhone,RT @dbongino: Ted Cruz absolutely ANNIHILATING liberal activist conspiracy theorist and fake news propagandist Chuck Todd. Chuck is the\'85,12/8/2019 20:28,18610,0,TRUE,1203773469835644929\
Twitter for iPhone,RT @JennaEllisEsq: INCREDIBLE. Read the House Judiciary Report! Dems ADMITTING they are:1) Changing the standard of impeachment2) Proce\'85,12/8/2019 20:28,18087,0,TRUE,1203773337366925313\
Twitter for iPhone,RT @AndrewPollackFL: Incredibly dangerous &amp; reckless policies led to my daughter being murdered on the 3rd floor of her high school in Park\'85,12/8/2019 20:27,5502,0,TRUE,1203773235902533632\
Twitter for iPhone,RT @AndrewPollackFL: Thank you \uc0\u8294 @mattgaetz\u8297  for calling the Pensacola shooting for what it is:Terrorism.This should have never happened\'85,12/8/2019 20:27,6328,0,TRUE,1203773134039592961\
Twitter for iPhone,RT @JennaEllisEsq: Even DEMS are now against impeachment! Dems are saying:,,,,,
\f1 \uc0\u10060 ,,,,,,
\f0 Embarrassed for their party,,,,,,
\f1 \uc0\u10060 ,,,,,,
\f0 This is a political impeachment,,,,,,
\f1 \uc0\u10060 ,,,,,,
\f0 \'85,12/8/2019 20:25,8886,0,TRUE,1203772551610208256\,
Twitter for iPhone,RT @nypost: Ted Cruz says Trump has 'authority' to investigate corruption in Ukraine https://t.co/xnJNUpwf1f https://t.co/fmNnbfa5lW,12/8/2019 20:21,4901,0,TRUE,1203771565676138496\
Twitter for iPhone,"RT @thehill: Ted Cruz blasts Trump impeachment inquiry as a ""kangaroo court"" https://t.co/lvtQpTLD0r https://t.co/2DwZO1s9UF",12/8/2019 20:21,3920,0,TRUE,1203771489310380032\
Twitter for iPhone,I.G. report out tomorrow. That will be the big story!,12/8/2019 20:18,26633,105263,FALSE,1203770794024808456\
Twitter for iPhone,\'93I think the Democrats are going to lose many members over this.\'94 @DebbieLesko @edhenry,12/8/2019 20:16,8070,32610,FALSE,1203770221322031113\
Twitter for iPhone,The Wall is going up fast! https://t.co/8tmUsC9oPq,12/8/2019 20:02,11794,51201,FALSE,1203766720856506368\
Twitter for iPhone,RT @AnniePNJ: The first of yesterday\'92s shooting victims has been id\'92d by family as 23yo Joshua Kaleb Watson:  \'93Heavily wounded he made his\'85,12/8/2019 20:01,13233,0,TRUE,1203766454946017281\
Twitter for iPhone,I got NATO countries to pay 530 Billion Dollars a year more and the U.S. less and came home to a Fake News Media that mocked me. Didn\'92t think that was possible!,12/8/2019 19:59,27099,110343,FALSE,1203766159255986178\
Twitter for iPhone,RT @marklevinshow: Don\'92t miss Life Liberty &amp; Levin this Sunday on Fox at 8 PM eastern! For the first time a fabulous full hour with Profe\'85,12/8/2019 19:52,4261,0,TRUE,1203764380355174400\
Twitter for iPhone,RT @marklevinshow: Never take the audience for granted https://t.co/inTx3GJu4l,12/8/2019 19:52,6460,0,TRUE,1203764328274550786\
Twitter for iPhone,RT @marklevinshow: Pelosi's fascistic rule marks her as one of the worst if not the worst Speaker in history. Deceitful lawless unethica\'85,12/8/2019 19:51,13643,0,TRUE,1203764009448673280\
Twitter for iPhone,RT @marklevinshow: Tonight at 8 PM eastern on Fox don\'92t miss Life Liberty &amp; Levin!\'a0 My guest for the full hour is Professor Dershowitz!\'a0\'85,12/8/2019 19:50,6185,0,TRUE,1203763787788095488\
Twitter for iPhone,Great! https://t.co/YEbqKEJBq2,12/8/2019 19:49,4716,18911,FALSE,1203763624570953729\
Twitter for iPhone,RT @marklevinshow: Mediate &amp; Chuck Todd having lied throughout the Russia \'93collusion\'94 BS now lie about Ukraine.And if Todd wants to be th\'85,12/8/2019 19:48,8754,0,TRUE,1203763371063070722\
Twitter for iPhone,RT @marklevinshow: Democrat-controlled Judiciary Committee releases more methane https://t.co/l19iQZNqa5,12/8/2019 19:48,4200,0,TRUE,1203763343187681288\
Twitter for iPhone,RT @DanScavino: \'93THE DEMOCRATS ARE LOSING IT\'94 @JesseBWatters @WattersWorld https://t.co/PUZo1LKLhg,12/8/2019 19:45,6224,0,TRUE,1203762505350361089\
Twitter for iPhone,RT @TVNewsHQ: Watch Fox\'92s @JesseBWatters: \'93The Dems are losing it.. Trump\'92s driving the left crazy! The economy is posting blowout numbers\'85,12/8/2019 19:44,4537,0,TRUE,1203762406536683520\
Twitter for iPhone,Don\'92t get why @FoxNews puts losers on like @RepSwalwell (who got ZERO as presidential candidate before quitting) Pramila Jayapal David Cicilline and others who are Radical Left Haters? The Dems wouldn\'92t let @FoxNews get near their bad ratings debates yet Fox panders. Pathetic!,12/8/2019 19:42,13729,50962,FALSE,1203761720419856387\
Twitter for iPhone,....it\'92s going to go nowhere. They are going to impeach not because they have the evidence but because they hate the president. I think the American people know that this is a waste of time this is Democrats putting on a circus. @SenTedCruz interviewed by Sleepy Eyes Chuck Todd,12/8/2019 17:07,11110,41367,FALSE,1203722736016728064\
Twitter for iPhone,\'93Any president has the authority to investigate corruption. The President himself released the transcript of the call. Now the Democrats have no evidence of a crime and no evidence of violating the law. This is a kangaroo court in the House but it\'92s going to go to the Senate...,12/8/2019 17:07,18425,71643,FALSE,1203722735333134337\
Twitter for iPhone,.@SenTedCruz  \'93The Democrats are now admitting that they can\'92t prove a crime they can\'92t prove a law was violated and here\'92s why. Any president any administration is justified in investigating corruption and there was serious evidence of real corruption concerning Hunter....,12/8/2019 16:50,15549,51673,FALSE,1203718435647176705\
Twitter for iPhone,....Biden on the board of the largest natural gas company in Ukraine getting paid $83000 a month 10 times as much as a board member of @exxonmobil.\'94 Thank you Ted. He also  made a fortune from China and others but zero before his father became V.P. @MeetThePress,12/8/2019 16:50,11549,37326,FALSE,1203718436410540036\
Twitter for iPhone,Less than 48 hours before start of the Impeachment Hearing Hoax on Monday the No Due Process Do Nothing Democrats are believe it or not changing the Impeachment Guidelines because the facts are not on their side. When you can\'92t win the game change the rules!,12/8/2019 15:29,28841,103027,FALSE,1203698074629095425\
Twitter for iPhone,RT @OANN: One America News presents an in-depth report on corruption by former Vice President Joe Biden and his family. Join @NeilWMcCabe\'85,12/8/2019 15:21,6927,0,TRUE,1203696075229552640\
Twitter for iPhone,RT @OANN: In the next for edition of One America News Investigates join @ChanelRion as she interviews several witnesses who debunk Adam Sc\'85,12/8/2019 15:20,7663,0,TRUE,1203695884996939777\
Twitter for iPhone,....with the U.S. Presidential Election in November. North Korea under the leadership of Kim Jong Un has tremendous economic potential but it must denuclearize as promised. NATO China Russia Japan and the entire world is unified on this issue!,12/8/2019 15:17,7987,30854,FALSE,1203695094949457920\
Twitter for iPhone,Kim Jong Un is too smart and has far too much to lose everything actually if he acts in a hostile way. He signed a strong Denuclearization Agreement with me in Singapore. He does not want to void his special relationship with the President of the United States or interfere.... https://t.co/THfOjfB2uE,12/8/2019 15:17,10726,38696,FALSE,1203695081376690177\
Twitter for iPhone,https://t.co/HvENCXZBYe,12/8/2019 5:50,15904,48658,FALSE,1203552490240827392\
Twitter for iPhone,https://t.co/kaiJymPjE9,12/8/2019 5:50,12872,40086,FALSE,1203552426126655488\
Twitter for iPhone,Congratulations to @TitoOrtiz on tonight\'92s huge WIN a Great American Patriot! https://t.co/m4tJpfzVte,12/8/2019 5:47,13349,55507,FALSE,1203551628206510080\
Twitter for iPhone,@KimStrassel \'93Schiff\'92s surveillance (obtaining phone logs) is an unprecedented abuse of power.\'94  To put it mildly. Also it is illegal!,12/7/2019 21:35,7878,17557,FALSE,1203427964135698433\
Twitter for iPhone,RT @KimStrassel: 1) Still waiting for my fellow members of the media to express their deep outrage and alarm that Intelligence Chair Schiff\'85,12/7/2019 21:14,38661,0,TRUE,1203422457039708160\
Twitter for iPhone,RT @KimStrassel: Democrats lecture about dirt-digging even as they abuse their surveillance powers to demand phone records to smear politi\'85,12/7/2019 21:13,17247,0,TRUE,1203422365427752960\
Twitter for iPhone,RT @KimStrassel: I wondered how long it would be before media rushed to defend Schiff's indefensible subpoenas and intimidation of the medi\'85,12/7/2019 21:13,9131,0,TRUE,1203422321060401153\
Twitter for iPhone,RT @KimStrassel: @WSJ Also from my column: Constitutional lawyer David Rivkin makes the case that Schiff has opened himself up lawsuits fro\'85,12/7/2019 21:13,8513,0,TRUE,1203422182015004672\
Twitter for iPhone,RT @KimStrassel: From my new column: \'93There does not appear to be any basis to believe that a congressional committee is authorized to subp\'85,12/7/2019 21:12,16168,0,TRUE,1203422170795237376\
Twitter for iPhone,RT @DanHenninger: Impeachment will be the decisive battle in World War Trump now in its third year with no end in sight writes @DanHennin\'85,12/7/2019 21:04,4429,0,TRUE,1203420085420879872\
Twitter for iPhone,RT @DanHenninger: Pelosi\'92s decision to open the impeachment dam is starting to look like a blunder. Rather than let voters decide Trump\'92s f\'85,12/7/2019 21:04,4906,0,TRUE,1203419925563338752\
Twitter for iPhone,RT @DanHenninger: Nancy Pelosi saw this summer that Adam Schiff\'92s Take Down Trump Show might be more trouble than it was worth for Democrat\'85,12/7/2019 21:03,4356,0,TRUE,1203419745824858112\
Twitter for iPhone,RT @DanHenninger: When Trump called the impeachment show a \'91kangaroo court\'92 he was only half right. All of Washington has become a kangaro\'85,12/7/2019 21:03,4427,0,TRUE,1203419696415924224\
Twitter for iPhone,The United States Secret Service Deputy Assistant Director Anthony Ornato will become my new Deputy Chief of Staff for Operations. I have worked with Tony for 3 years - he will do a fantastic job! Thank you to Dan Walsh for his great service and congratulations to Tony!,12/7/2019 20:21,14215,62791,FALSE,1203409115373981697\
Twitter for iPhone,\'93Not only have the Democrats not advanced key pieces of legislation that would help the economy but the polls especially in early states are showing that voters are tuning out.\'94 @PeteHegseth They don\'92t want our greatest of all presidents impeached!,12/7/2019 19:22,13826,51955,FALSE,1203394299020398594\
Twitter for iPhone,\'93Why re-elect Democrats when you know that this is what they are doing with their majority. Their case is not strong because first it was Russian Collusion then it was obstruction then it was Ukraine now their pivoting back to Russia. Why would they be doing that?\'94 Lisa Booth,12/7/2019 19:10,18339,68948,FALSE,1203391305990193152\
Twitter for iPhone,Our Economy is the envy of the World!,12/7/2019 18:55,23534,128631,FALSE,1203387521402638343\
Twitter for iPhone,Hard to believe but if Nancy Pelosi had put our great Trade Deal with Mexico and Canada USMCA up for a vote long ago our economy would be even better. If she doesn\'92t move quickly it will collapse!,12/7/2019 18:54,21533,79383,FALSE,1203387348274360322\
Twitter for iPhone,The United States will not rest until we bring every American wrongfully detained in Iran and around the world back home to their loved ones! https://t.co/2kWgJhvrtY,12/7/2019 18:51,17492,64968,FALSE,1203386510407602176\
Twitter for iPhone,Taken during the Obama Administration (despite $150 Billion gift) returned during the Trump Administration. Thank you to Iran on a very fair negotiation. See we can make a deal together! https://t.co/rZaY9p8xzV,12/7/2019 17:32,15578,52485,FALSE,1203366688638541826\
Twitter for iPhone,While the world is not doing well economically our Country is doing better perhaps than it has ever done before. Jobs Jobs Jobs!,12/7/2019 17:21,20216,92554,FALSE,1203363921995980801\
Twitter for iPhone,Read the Transcripts! Also see where I say \'93us\'94 (our Country) as opposed to \'93me\'94 (meaning me) and where I then say that the Attorney General (of the United States) will call you. People still remember Schiff\'92s made up and fraudulent version of my conversation. Witch Hunt!,12/7/2019 17:13,24560,100978,FALSE,1203361950308216832\
Twitter for iPhone,RT @WhiteHouse: On National Pearl Harbor Remembrance Day we solemnly reflect on the tragic events of December 7 1941 and honor those who\'85,12/7/2019 15:43,11619,0,TRUE,1203339271656095748\
Twitter for iPhone,RT @TomFitton: Impeachment coup should be frozen until a full investigation is done on Schiff's abuse of power against @RealDonaldTrump in\'85,12/7/2019 3:43,21285,0,TRUE,1203157992520245250\
Twitter for iPhone,RT @TomFitton: FBI has now lost TWICE in federal court in its scheming to hide FBI-Clinton gang conspiracy to try to destroy @realDonaldTr\'85,12/7/2019 3:42,13257,0,TRUE,1203157818917953537\
Twitter for iPhone,RT @JudicialWatch: @TomFitton: Pelosi/Schiff Abuse Worsens FBI \'93Finds\'94 Clinton Emails PLUS 5 NEW JW Lawsuits against DeepState https://t.\'85,12/7/2019 3:42,7603,0,TRUE,1203157723497537537\
Twitter for iPhone,RT @TomFitton: HUGE: Impeachment Abuse Expands--Schiff Implicated in Phone Records Spying Misconduct; COUP Against @RealDonaldTrump Can Sti\'85,12/7/2019 3:39,9598,0,TRUE,1203157075955736576\
Twitter for iPhone,RT @AP_Scoop: SPECIAL EPISODE with the brilliant @MZHemingway on the Russia Collusion Hoax and Kavanaugh.  Watch the full video: https://\'85,12/7/2019 3:38,5250,0,TRUE,1203156885534334977\
Twitter for iPhone,RT @Jim_Jordan: One set of rules for them.A different set for us. https://t.co/dzYPrJ5rRa,12/7/2019 3:34,22450,0,TRUE,1203155867736182784\
Twitter for iPhone,RT @RepMarkMeadows: Speaker Pelosi this morning: \'93The president\'92s actions in taking these things to court... is an obstruction of justice.\'94\'85,12/7/2019 3:33,13061,0,TRUE,1203155589523746816\
Twitter for iPhone,RT @Rasmussen_Poll: Day 2 - @BonginoReport vs. @TheDailyBailDecision: Bongino Report is workin' the refs and yeah we bought it. But nev\'85,12/7/2019 3:30,4583,0,TRUE,1203154885849559041\
Twitter for iPhone,"RT @newsmax: ""Pelosi despises you people who don't live in the coastal areas... They hate you because you brought President Trump to the Pr\'85",12/7/2019 3:23,7944,0,TRUE,1203152962970894336\
Twitter for iPhone,"RT @newsmax: ""I have no idea what the plan is from the Democrats it makes no sense to me. Nancy Pelosi can go on public TV and claim that\'85",12/7/2019 3:19,6994,0,TRUE,1203151921864990720\
Twitter for iPhone,RT @newsmax: Trump economist Steve Moore tells Newsmax TV: Strong jobs data undercuts any impeachment argument https://t.co/2Nk3kFPaJN http\'85,12/7/2019 3:18,4270,0,TRUE,1203151824737452032\
Twitter for iPhone,RT @GrahamLedger: LEDGER REGISTER:Will the partisan political impeachment inquiry of President Trump by the weaponized House of Representa\'85,12/7/2019 3:16,4290,0,TRUE,1203151170593787904\
Twitter for iPhone,RT @alexsalvinews: Fox News confirms 7 hours after @OANN. https://t.co/NYnef34DvU https://t.co/xz2isdb9t0,12/7/2019 3:07,5168,0,TRUE,1203149048162791429\
Twitter for iPhone,RT @OANN: One America News has just launched a live 24/7 365 days a year uninterrupted cable feed on Facebook and it's only $4.99 per mo\'85,12/7/2019 3:06,9345,0,TRUE,1203148801193758722\
Twitter for iPhone,RT @JaySekulow: I am at the #ICC with members of the @ACLJ &amp; @ECLJ\'92s legal team to defend the interests of #American soldiers.Our heroes\'85,12/7/2019 3:06,4993,0,TRUE,1203148690560552960\
Twitter for iPhone,RT @JaySekulow: Radio: Democrat Congressman Calls for Perpetual Impeachment of Donald Trump https://t.co/NjJkHvSkQC,12/7/2019 3:04,4598,0,TRUE,1203148274414292993\
Twitter for iPhone,RT @Jim_Jordan: .@SpeakerPelosi is counting impeachment votes. Here\'92s what President Trump is counting:-266k new jobs-54k in manufacturi\'85,12/7/2019 3:03,30180,0,TRUE,1203148039931801600\
Twitter for iPhone,RT @RepMarkMeadows: Wow. Non-stop impeachment barrage. And America\'92s economy and @realDonaldTrump keep delivering big time wins anyway. htt\'85,12/7/2019 3:03,6589,0,TRUE,1203148019455139840\
Twitter for iPhone,RT @RepMarkMeadows: Washington Democrats are counting impeachment votes. President Trump is counting 266000 new jobs and a 50-year record\'85,12/7/2019 3:02,15994,0,TRUE,1203147859643830272\
